	taxid	taxid2	species_taxid	refseq	uniprot	ftp
322	5061	425011	5061	GCF_000002855.3	UP000068243	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/855/GCF_000002855.3_ASM285v2
323	344612	344612	5057	GCF_000002715.2	UP000006701	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/715/GCF_000002715.2_ASM271v1
324	4533	4533	4533	GCF_000231095.1	UP000006038	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/231/095/GCF_000231095.1_Oryza_brachyantha.v1.4b
325	39432	39432	27679	GCF_000235385.1	UP000233220	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/235/385/GCF_000235385.1_SaiBol1.0
326	348802	348802	348802	GCF_000835505.1	UP000054342	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/505/GCF_000835505.1_Exop_xeno_CBS118157_V1
327	9669	9669	9668	GCF_000215625.1	UP000000715	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/625/GCF_000215625.1_MusPutFur1.0
328	747676	747676	203908	GCF_000204055.1	UP000001072	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/055/GCF_000204055.1_v1.0
329	554155	554155	63405	GCF_000151145.1	UP000002035	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/145/GCF_000151145.1_ASM15114v1
330	1295533	1295533	104669	GCF_001720205.1	UP000094065	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/720/205/GCF_001720205.1_Cryp_amyl_CBS6039_V3
331	2711	2711	2711	GCF_000317415.1	UP000027120	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/415/GCF_000317415.1_Csi_valencia_1.0
332	5888	412030	5888	GCF_000141845.1	UP000000600	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/141/845/GCF_000141845.1_ASM14184v1
333	38654	38654	38654	GCF_000455745.1	UP000189705	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/455/745/GCF_000455745.1_ASM45574v1
334	7240	7240	7240	GCF_000754195.2	UP000000304	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/754/195/GCF_000754195.2_ASM75419v2
335	149040	149040	149040	GCF_001500285.1	UP000070700	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/500/285/GCF_001500285.1_Phisc1
336	31033	31033	31033	GCF_000180615.1	UP000005226	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/180/615/GCF_000180615.1_FUGU5
337	253628	253628	253628	GCF_000836295.1	UP000053259	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/836/295/GCF_000836295.1_O_gall_CBS43764
338	336722	336722	1047171	GCF_000219625.1	UP000008062	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/625/GCF_000219625.1_MYCGR_v2.0
339	1344418	1344418	54195	GCF_001661345.1	UP000095038	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/661/345/GCF_001661345.1_Ascru1
340	7668	7668	7668	GCF_000002235.4	UP000007110	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/235/GCF_000002235.4_Spur_4.2
341	284811	284811	33169	GCF_000091025.4	UP000000591	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/025/GCF_000091025.4_ASM9102v4
342	383855	383855	1873960	GCF_000340215.1	UP000016932	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/340/215/GCF_000340215.1_Mycfi2
343	5664	347515	5664	GCF_000002725.2	UP000000542	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/725/GCF_000002725.2_ASM272v2
344	574566	574566	248742	GCF_000258705.1	UP000007264	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/258/705/GCF_000258705.1_Coccomyxa_subellipsoidae_v2.0
345	76193	76193	76193	GCF_001298355.1	UP000053240	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/298/355/GCF_001298355.1_Pap_ma_1.0
346	441375	441375	5808	GCF_000006515.1	UP000001460	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/515/GCF_000006515.1_JCVI_cmg_v1.0
347	45357	45357	45357	GCF_002926055.1	UP000244309	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/926/055/GCF_002926055.1_CanHae_1.0
348	1037660	1037660	5281	GCF_000711695.1	UP000027361	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/711/695/GCF_000711695.1_Tilletiaria_anomala_UBC_951_v1.0
349	112498	112498	112498	GCF_900074925.1	UP000225277	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/074/925/GCF_900074925.1_version_1
350	7998	7998	7998	GCF_001660625.1	UP000221080	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/660/625/GCF_001660625.1_IpCoco_1.2
351	526221	526221	1051613	GCF_000150825.1	UP000008698	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/150/825/GCF_000150825.1_ASM15082v1
352	8083	8083	8083	GCF_002775205.1	UP000002852	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/775/205/GCF_002775205.1_X_maculatus-5.0-male
353	59895	59895	4265	GCF_001531365.1	UP000243975	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/531/365/GCF_001531365.1_CcrdV1
354	306901	306901	38033	GCF_000143365.1	UP000001056	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/365/GCF_000143365.1_ASM14336v1
355	367775	367775	37769	GCF_000185945.1	UP000007805	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/945/GCF_000185945.1_ASM18594v1
356	339724	339724	5037	GCF_000149585.1	UP000009297	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/585/GCF_000149585.1_ASM14958v1
357	215243	215243	215243	GCF_000835515.1	UP000053342	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/515/GCF_000835515.1_Exop_olig_CBS72588_V1
358	3068	3068	3067	GCF_000143455.1	UP000001058	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/455/GCF_000143455.1_v1.0
359	121224	121224	121225	GCF_000006295.1	UP000009046	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/295/GCF_000006295.1_JCVI_LOUSE_1.0
360	122368	122368	122368	GCF_002742065.1	UP000230605	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/742/065/GCF_002742065.1_CB0940_V2
361	41067	41067	41067	GCF_002847045.1	UP000234585	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/847/045/GCF_002847045.1_Aspcand1
362	336983	336983	54131	GCF_000951035.1	UP000233080	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/951/035/GCF_000951035.1_Cang.pa_1.0
363	948595	948595	103449	GCF_000192795.1	UP000011081	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/192/795/GCF_000192795.1_Vavr_culi_floridensis_V1
364	7159	7159	7159	GCF_002204515.2	UP000008820	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/204/515/GCF_002204515.2_AaegL5.0
365	665079	665079	5180	GCF_000146945.2	UP000001312	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/945/GCF_000146945.2_ASM14694v2
366	5851	5851	5850	GCF_000006355.1	UP000031513	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/355/GCF_000006355.1_ASM635v1
367	50402	50402	50402	GCF_000708025.1	UP000053858	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/708/025/GCF_000708025.1_ASM70802v2
368	66420	66420	66420	GCF_000836235.1	UP000053268	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/836/235/GCF_000836235.1_Pxut_1.0
369	983966	983966	4903	GCF_001661405.1	UP000094389	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/661/405/GCF_001661405.1_Cybja1
370	3914	3914	3914	GCF_001190045.1	UP000053144	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/190/045/GCF_001190045.1_Vigan1.1
371	1537102	1537102	5872	GCF_000342415.1	UP000031512	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/342/415/GCF_000342415.1_JCVI-bewag-v1.1
372	4096	4096	4096	GCF_000393655.1	UP000189701	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/393/655/GCF_000393655.1_Nsyl
373	8022	8022	8022	GCF_002163495.1	UP000193380	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/495/GCF_002163495.1_Omyk_1.0
374	185431	185431	5691	GCF_000002445.2	UP000008524	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/445/GCF_000002445.2_ASM244v1
375	39947	39947	4530	GCF_001433935.1	UP000059680	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/433/935/GCF_001433935.1_IRGSP-1.0
376	4232	4232	4232	GCF_002127325.1	UP000215914	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/325/GCF_002127325.1_HanXRQr1.0
377	136037	136037	136037	GCF_000696155.1	UP000027135	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/696/155/GCF_000696155.1_ZooNev1.0
378	436907	436907	36033	GCF_000150035.1	UP000000267	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/150/035/GCF_000150035.1_ASM15003v1
379	3641	3641	3641	GCF_000208745.1	UP000026915	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/208/745/GCF_000208745.1_Criollo_cocoa_genome_V2
380	670483	670483	104355	GCF_000344685.1	UP000030669	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/344/685/GCF_000344685.1_Glotr1_1
381	341663	341663	33178	GCF_000149615.1	UP000007963	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/615/GCF_000149615.1_ASM14961v1
382	8932	8932	8932	GCF_000337935.1	UP000053872	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/935/GCF_000337935.1_Cliv_1.0
383	7897	7897	7897	GCF_000225785.1	UP000008672	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/225/785/GCF_000225785.1_LatCha1
384	9749	9749	9749	GCF_002288925.1	UP000248483	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/288/925/GCF_002288925.1_ASM228892v2
385	61622	61622	61622	GCF_000769185.1	UP000233200	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/769/185/GCF_000769185.1_Rrox_v1
386	984487	984487	46583	GCF_001661415.1	UP000094285	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/661/415/GCF_001661415.1_Canta1
387	41047	41047	41047	GCF_002237265.1	UP000215305	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/237/265/GCF_002237265.1_ASM223726v2
388	130081	130081	130081	GCF_000341285.1	UP000030680	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/341/285/GCF_000341285.1_ASM34128v1
389	9739	9739	9739	GCF_001922835.1	UP000245320	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/922/835/GCF_001922835.1_NIST_Tur_tru_v1
390	644223	644223	460519	GCF_000027005.1	UP000000314	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/027/005/GCF_000027005.1_ASM2700v1
391	10181	10181	10181	GCF_000247695.1	UP000006813	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/247/695/GCF_000247695.1_HetGla_female_1.0
392	4999	4999	4999	GCF_002102565.1	UP000193218	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/102/565/GCF_002102565.1_Kocim1
393	99158	99158	99158	GCF_000258005.1	UP000027470	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/258/005/GCF_000258005.1_HHA1_v02
394	1116229	1116229	101852	GCF_000409485.1	UP000016922	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/409/485/GCF_000409485.1_GLAREA
395	653667	653667	866546	GCF_000004155.1	UP000015464	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/155/GCF_000004155.1_SCY4
396	1003335	1003335	4911	GCF_001417885.1	UP000065495	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/417/885/GCF_001417885.1_Kmar_1.0
397	103372	103372	103372	GCF_000204515.1	UP000007755	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/515/GCF_000204515.1_Aech_3.9
398	40302	40302	40302	GCF_000988165.1	UP000034350	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/988/165/GCF_000988165.1_ASM98816v1
399	58853	58853	58853	GCF_003025115.1	UP000241546	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/025/115/GCF_003025115.1_Trici_v4.0
400	398673	398673	398673	GCF_001481775.2	UP000054821	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/481/775/GCF_001481775.2_TGAM01v2
401	4113	4113	4113	GCF_000226075.1	UP000011115	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/226/075/GCF_000226075.1_SolTub_3.0
402	7230	7230	7230	GCF_000005175.2	UP000009192	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/175/GCF_000005175.2_dmoj_caf1
403	1408657	1408657	42068	GCF_001477535.1	UP000053447	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/477/535/GCF_001477535.1_Pneu_jiro_RU7_V2
404	1229662	1229662	393283	GCF_000516985.1	UP000030651	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/516/985/GCF_000516985.1_PFICI
405	597362	597362	5341	GCF_000300555.1	UP000008493	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/555/GCF_000300555.1_Agabi_varbur_1
406	118200	118200	118200	GCF_000699005.1	UP000053875	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/699/005/GCF_000699005.1_ASM69900v1
407	45286	45286	45286	GCF_001548555.1	UP000243052	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/548/555/GCF_001548555.1_ASM154855v1
408	9940	9940	9940	GCF_000298735.2	UP000002356	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/298/735/GCF_000298735.2_Oar_v4.0
409	1182542	1182542	43228	GCF_000585565.1	UP000019478	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/585/565/GCF_000585565.1_Capr_epim_CBS_606_96_V1
410	645134	645134	109760	GCF_000182565.1	UP000053201	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/182/565/GCF_000182565.1_S_punctatus_V1
411	30019	30019	30019	GCF_001277935.1	UP000092553	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/277/935/GCF_001277935.1_ASM127793v1
412	500485	500485	1108849	GCF_000226395.1	UP000000724	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/226/395/GCF_000226395.1_PenChr_Nov2007
413	619300	619300	340170	GCF_000223485.1	UP000000709	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/223/485/GCF_000223485.1_Spathaspora_passalidarum_v2.0
414	1299270	1299270	245174	GCF_000400465.1	UP000014064	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/400/465/GCF_000400465.1_Wallemia_ichthyophaga_version_1.0
415	4577	4577	4577	GCF_000005005.2	UP000007305	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/005/GCF_000005005.2_B73_RefGen_v4
416	695850	695850	101203	GCF_000151545.1	UP000030745	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/545/GCF_000151545.1_ASM15154v2
417	671987	671987	93612	GCF_000359705.1	UP000016935	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/359/705/GCF_000359705.1_Setospaeria_trucica_Et28A_v1.0
418	5722	412133	5722	GCF_000002825.2	UP000001542	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/825/GCF_000002825.2_ASM282v1
419	121845	121845	121845	GCF_000475195.1	UP000079169	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/475/195/GCF_000475195.1_Diaci_psyllid_genome_assembly_version_1.1
420	61621	61621	61621	GCF_001698545.1	UP000233180	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/698/545/GCF_001698545.1_ASM169854v1
421	869754	869754	27322	GCF_001664035.1	UP000092555	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/664/035/GCF_001664035.1_Metbi1
422	5671	435258	5671	GCF_000002875.2	UP000008153	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/875/GCF_000002875.2_ASM287v2
423	336963	336963	33188	GCF_000003515.1	UP000002058	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/515/GCF_000003515.1_ASM351v2
424	644352	644352	36779	GCF_000145635.1	UP000006039	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/635/GCF_000145635.1_Gae_graminis_V2
425	5823	5823	5821	GCF_900002375.1	UP000074855	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/002/375/GCF_900002375.1_PBANKA01
426	486041	486041	29883	GCF_000143565.1	UP000001194	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/565/GCF_000143565.1_V1.0
427	9233	9233	9233	GCF_000699145.1	UP000053286	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/699/145/GCF_000699145.1_ASM69914v1
428	502779	502779	1048829	GCF_000150705.2	UP000002059	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/150/705/GCF_000150705.2_Paracocci_br_Pb01_V2
429	858893	858893	5970	GCF_000230625.1	UP000007304	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/230/625/GCF_000230625.1_Exop_derm_V1
430	71139	71139	71139	GCF_000612305.1	UP000030711	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/612/305/GCF_000612305.1_Egrandis1_0
431	10020	10020	10020	GCF_000151885.1	UP000081671	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/885/GCF_000151885.1_Dord_2.0
432	559295	559295	381046	GCF_000142805.1	UP000002036	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/142/805/GCF_000142805.1_ASM14280v1
433	1071378	1071378	27289	GCF_000227115.2	UP000000689	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/227/115/GCF_000227115.2_ASM22711v2
434	328815	328815	328815	GCF_001715985.2	UP000053258	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/715/985/GCF_001715985.2_ASM171598v2
435	402676	402676	4897	GCF_000149845.2	UP000001744	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/845/GCF_000149845.2_SJ5
436	55661	55661	55661	GCF_000709325.1	UP000053760	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/709/325/GCF_000709325.1_ASM70932v1
437	1450533	1450533	319628	GCF_003184595.1	UP000247441	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/184/595/GCF_003184595.1_Asplac1
438	332952	332952	5059	GCF_000006275.2	UP000001875	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/275/GCF_000006275.2_JCVI-afl1-v2.0
439	330879	330879	746128	GCF_000002655.1	UP000002530	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/655/GCF_000002655.1_ASM265v1
440	3708	3708	3708	GCF_000686985.2	UP000028999	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/985/GCF_000686985.2_Bra_napus_v2.0
441	599839	599839	599839	GCF_000313525.1	UP000006352	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/313/525/GCF_000313525.1_ASM31352v1
442	7955	7955	7955	GCF_000002035.6	UP000000437	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/035/GCF_000002035.6_GRCz11
443	1354746	1354746	174685	GCF_000803265.1	UP000031056	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/803/265/GCF_000803265.1_ASM80326v1
444	1442368	1442368	40355	GCF_000835455.1	UP000053029	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/455/GCF_000835455.1_Fons_pedr_CBS_271_37_V1
445	6183	6183	6183	GCF_000237925.1	UP000008854	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/237/925/GCF_000237925.1_ASM23792v2
446	1296121	1296121	324770	GCF_000512565.1	UP000078595	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/565/GCF_000512565.1_Cryp_deje_CBS10117_V1
447	42345	42345	42345	GCF_000413155.1	UP000228380	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/413/155/GCF_000413155.1_DPV01
448	931890	931890	45285	GCF_000235365.1	UP000006790	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/235/365/GCF_000235365.1_ASM23536v1
449	81985	81985	81985	GCF_000375325.1	UP000029121	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/375/325/GCF_000375325.1_Caprub1_0
450	771870	771870	5147	GCF_000182805.2	UP000001881	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/182/805/GCF_000182805.2_ASM18280v2
451	35128	296543	35128	GCF_000149405.2	UP000001449	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/405/GCF_000149405.2_ASM14940v2
452	10228	10228	10228	GCF_000150275.1	UP000009022	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/150/275/GCF_000150275.1_v1.0
453	9545	9545	9545	GCF_000956065.1	UP000233120	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/956/065/GCF_000956065.1_Mnem_1.0
454	403677	403677	4787	GCF_000142945.1	UP000006643	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/142/945/GCF_000142945.1_ASM14294v1
455	79200	79200	4039	GCF_001625215.1	UP000077755	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/625/215/GCF_001625215.1_ASM162521v1
456	1448314	1448314	1340029	GCF_003184535.1	UP000246171	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/184/535/GCF_003184535.1_Aspeuc1
457	879819	879819	879819	GCF_001027345.1	UP000053611	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/345/GCF_001027345.1_Triol1
458	441959	441959	28564	GCF_000003125.1	UP000001745	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/125/GCF_000003125.1_JCVI-TSTA1-3.0
459	655819	655819	176275	GCF_000280675.1	UP000002762	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/280/675/GCF_000280675.1_ASM28067v1
460	610380	610380	610380	GCF_003227715.1	UP000008237	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/227/715/GCF_003227715.1_Hsal_v8.5
461	5062	510516	5062	GCF_000184455.2	UP000190312	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/184/455/GCF_000184455.2_ASM18445v3
462	1069680	1069680	263815	GCF_000349005.2	UP000011958	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/349/005/GCF_000349005.2_Pneumo_murina_B123_V4
463	456900	456900	456900	GCF_001594065.1	UP000078542	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/594/065/GCF_001594065.1_Ccosl1.0
464	5874	5874	5874	GCF_000003225.3	UP000001950	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/225/GCF_000003225.3_ASM322v1
465	3694	3694	3694	GCF_000002775.4	UP000006729	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/775/GCF_000002775.4_Pop_tri_v3
466	3760	3760	3760	GCF_000346465.2	UP000006882	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/346/465/GCF_000346465.2_Prunus_persica_NCBIv2
467	510516	510516	5062	GCF_000184455.2	UP000006564	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/184/455/GCF_000184455.2_ASM18445v3
468	3821	3821	3821	GCF_000340665.1	UP000075243	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/340/665/GCF_000340665.1_C.cajan_V1.0
469	650164	650164	231932	GCF_000300595.1	UP000008370	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/595/GCF_000300595.1_Phanerochaete_carnosa_HHB-10118-Sp_v1.0
470	113540	113540	113540	GCF_001624265.1	UP000034805	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/624/265/GCF_001624265.1_ASM162426v1
471	37293	37293	37293	GCF_000952055.2	UP000233020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/952/055/GCF_000952055.2_Anan_2.0
472	7222	7222	7222	GCF_000005155.2	UP000001070	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/155/GCF_000005155.2_dgri_caf1
473	684364	684364	109871	GCF_000203795.1	UP000007241	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/203/795/GCF_000203795.1_v1.0
474	1071383	1071383	588726	GCF_000348985.1	UP000006310	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/348/985/GCF_000348985.1_ASM34898v1
475	342668	342668	342668	GCF_001662655.1	UP000091956	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/662/655/GCF_001662655.1_ASM166265v1
476	1043004	1043004	559561	GCF_000721765.1	UP000027730	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/721/765/GCF_000721765.1_Aureobasidium_pullulans_var._namibiae_CBS_147.97_v1.0
477	3916	3916	157791	GCF_000741045.1	UP000087766	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/741/045/GCF_000741045.1_Vradiata_ver6
478	10036	10036	10036	GCF_000349665.1	UP000189706	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/349/665/GCF_000349665.1_MesAur1.0
479	240176	240176	5346	GCF_000182895.1	UP000001861	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/182/895/GCF_000182895.1_CC3
